credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
640,Germany,Female,43,9,94752.49,1,1,0,184006.36,1
624,Spain,Female,34,6,0.0,1,1,0,582.59,1
577,Spain,Male,28,7,0.0,1,1,0,143274.41,0
704,France,Male,31,5,132084.66,3,1,1,54474.48,1
523,France,Male,45,5,0.0,2,1,1,121428.2,1
793,France,Male,35,2,0.0,2,1,1,79704.12,1
564,France,Female,53,2,45472.28,1,1,1,41055.71,1
711,France,Male,33,1,0.0,1,0,0,41590.4,0
791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1
629,Germany,Female,38,9,123948.85,1,1,0,76053.07,1
729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
651,Germany,Male,35,8,110067.71,1,1,0,127678.95,1
695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
847,Spain,Male,31,5,0.0,2,1,1,76326.67,0
704,France,Male,47,5,0.0,2,1,1,145338.61,0
613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
692,Spain,Female,29,4,0.0,2,0,0,138880.24,1
720,France,Female,34,3,118307.57,2,1,1,136120.29,0
577,France,Male,41,6,0.0,1,1,1,167621.18,0
710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
716,France,Female,38,1,0.0,2,1,1,99661.46,1
410,France,Male,33,6,125789.69,1,0,0,66333.56,1
584,Germany,Female,36,4,109646.83,1,1,1,70240.79,0
792,France,Male,30,1,127187.86,1,1,1,113553.42,0
605,France,Female,36,6,0.0,1,0,1,690.84,1
486,Spain,Male,24,1,0.0,1,1,0,98802.76,0
615,France,Male,41,4,130385.82,1,0,1,130661.95,0
676,France,Male,23,1,107787.47,1,0,1,116378.82,0
571,France,Male,34,1,99325.04,2,0,1,186052.15,1
850,France,Female,37,9,0.0,1,0,0,100101.06,1
717,France,Male,48,7,123764.95,1,1,1,169952.82,1
642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1
780,Spain,Male,47,7,86006.21,1,1,1,37973.13,0
492,Germany,Female,38,8,57068.43,2,1,0,188974.81,0
760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0
500,Spain,Male,40,1,99004.24,1,1,1,152845.99,1
654,Spain,Female,36,2,0.0,2,1,1,146652.11,0
606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1
367,Spain,Male,42,6,93608.28,1,1,0,168816.73,1
799,Spain,Male,38,2,0.0,2,1,1,59297.34,0
434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0
719,Spain,Female,32,7,0.0,1,0,0,76264.27,1
641,France,Female,37,2,0.0,2,1,0,3939.87,0
461,Spain,Female,25,6,0.0,2,1,1,15306.29,1
790,Germany,Female,25,5,152885.77,1,1,0,58214.79,0
588,France,Male,31,4,99607.37,2,0,1,35877.03,0
621,France,Male,27,4,137003.68,1,1,0,21254.06,0
768,Germany,Male,48,3,122831.58,1,1,1,24533.89,1
681,Spain,Male,38,2,99811.44,2,1,0,23531.5,0
606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0
542,Spain,Male,37,8,0.0,1,1,1,807.06,0
713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
597,Spain,Female,33,2,0.0,2,1,1,4700.66,0
635,France,Male,27,3,127009.83,1,1,0,161909.95,0
599,Germany,Male,61,1,124737.96,1,0,1,90389.61,1
496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1
759,Spain,Male,31,8,0.0,2,1,1,99086.74,0
757,Germany,Male,31,1,127320.36,3,1,0,163170.32,1
564,Spain,Male,31,0,125175.58,1,1,1,72757.33,1
561,France,Female,22,6,186788.96,2,1,0,73286.8,1
702,France,Male,40,3,148556.74,1,0,1,146056.29,0
678,Germany,Female,40,8,128644.46,1,0,0,167673.37,1
707,France,Female,46,7,127476.73,2,1,1,146011.55,1
610,France,Female,27,9,159561.93,1,0,1,103381.47,1
744,France,Male,42,1,112419.92,1,1,1,83022.92,0
598,France,Male,28,8,129991.76,2,0,1,46041.08,1
562,Spain,Male,36,5,0.0,1,0,1,182843.24,1
621,Spain,Female,59,2,0.0,2,1,1,171364.18,0
659,France,Female,50,3,0.0,1,1,0,183399.12,1
722,Germany,Female,40,6,89175.06,2,0,1,152883.95,0
606,France,Female,39,3,0.0,2,1,0,50560.45,1
603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0
506,Germany,Female,59,3,190353.08,1,1,0,78365.75,0
715,France,Male,21,8,0.0,2,1,0,68666.63,1
690,France,Male,47,2,0.0,2,1,0,151375.73,0
644,France,Female,40,10,139180.97,1,1,1,19959.67,0
589,France,Male,36,8,114435.47,1,1,0,26955.72,1
592,France,Female,66,5,149950.19,1,1,1,76267.59,0
632,France,Male,42,4,126115.6,1,1,0,100998.5,0
577,Germany,Female,59,7,111396.97,1,0,1,191070.01,0
588,France,Male,30,3,115007.08,1,0,0,176858.5,0
617,France,Male,54,6,102141.9,1,1,1,45325.26,0
668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1
810,France,Male,32,9,120879.73,2,0,1,78896.59,0
767,Spain,Male,47,5,0.0,1,1,0,121964.46,1
718,Spain,Female,49,10,82321.88,1,0,1,11144.4,1
589,Spain,Female,27,4,0.0,2,1,0,144181.48,0
778,Spain,Male,33,5,116474.28,2,1,1,32757.55,0
724,France,Female,34,3,132352.69,1,1,0,80320.3,1
477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0
580,France,Male,34,6,0.0,2,1,1,160095.31,0
566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0
711,France,Female,29,3,130181.47,2,1,0,31811.44,0
706,Germany,Male,32,5,88348.43,2,1,1,104181.78,1
703,Spain,Male,31,6,0.0,2,1,1,67667.19,1
679,Germany,Male,39,2,146186.28,2,1,1,193974.47,1
603,France,Male,32,7,0.0,1,1,0,198055.94,1
598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0
836,Germany,Female,32,4,109196.67,2,1,0,55218.02,1
687,France,Female,61,7,80538.56,1,1,0,131305.37,1
704,Germany,Male,41,4,109026.8,2,1,1,43117.1,1
605,Germany,Male,75,2,61319.63,1,0,1,186655.11,0
516,France,Female,40,9,0.0,2,0,1,33266.29,0
572,France,Female,39,2,0.0,2,1,1,555.28,0
557,France,Male,42,6,177822.03,1,1,0,150944.31,1
443,Germany,Male,59,4,110939.3,1,1,0,72846.58,1
604,Germany,Male,25,7,165413.43,1,1,1,35279.74,0
483,France,Male,27,1,77805.66,1,1,1,2101.89,0
702,France,Male,50,3,0.0,2,0,0,94949.84,1
670,Spain,Female,57,3,175575.95,2,1,0,99061.75,1
804,Spain,Female,38,3,124197.22,1,1,0,74692.06,0
850,France,Female,30,3,0.0,2,1,0,116692.8,1
554,France,Female,39,10,160132.75,1,1,0,32824.15,1
588,Germany,Female,37,7,70258.88,2,1,0,139607.61,1
758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0
787,Germany,Male,43,0,132217.45,1,1,0,20955.03,1
582,Spain,Male,25,9,148042.97,2,1,0,52341.15,0
633,Spain,Female,33,4,92855.02,1,1,1,159813.18,1
766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1
564,Spain,Male,37,9,100252.18,1,1,1,146033.52,1
602,Spain,Male,37,3,107592.89,2,0,1,153122.73,0
649,France,Male,39,3,113096.41,1,1,1,60335.24,0
679,Spain,Female,40,7,0.0,2,1,1,163757.29,0
639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0
790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1
565,France,Male,32,9,0.0,2,1,0,5388.3,0
478,France,Female,50,2,0.0,1,0,1,93332.64,1
825,France,Male,29,3,148874.01,2,0,1,71192.82,0
528,Spain,Female,32,0,68138.37,1,1,1,170309.19,0
577,Spain,Male,35,5,110080.3,1,1,1,109794.31,0
663,France,Male,24,7,0.0,2,1,1,166310.82,0
505,Germany,Female,25,5,114268.85,2,1,1,126728.27,1
633,Germany,Male,29,6,117412.35,1,0,0,30338.94,1
586,France,Female,38,6,0.0,2,1,1,37935.83,0
850,France,Female,35,9,0.0,2,0,0,25329.48,0
629,Germany,Female,37,1,35549.81,2,0,0,49676.33,1
744,France,Male,56,9,0.0,2,1,1,169498.61,0
750,France,Male,36,7,136492.92,3,1,1,26500.29,1
637,Germany,Male,28,3,123675.69,1,1,1,166458.41,1
575,France,Female,40,1,139532.34,1,1,0,181294.39,1
671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0
571,France,Male,40,5,0.0,2,0,0,72849.29,0
590,France,Male,41,1,89086.31,1,1,0,24499.97,0
619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0
640,Germany,Female,30,5,32197.64,1,0,1,141446.01,1
670,France,Male,38,7,0.0,2,1,1,77864.41,0
737,France,Female,33,4,0.0,2,1,0,115115.32,0
555,Spain,Male,32,10,0.0,2,0,1,168605.96,0
742,France,Male,33,6,0.0,2,0,0,38550.4,1
618,Germany,Female,40,0,140306.38,1,1,0,160618.61,1
560,France,Female,35,1,0.0,2,1,0,3701.63,1
654,France,Male,38,8,0.0,2,1,0,88659.44,1
787,Germany,Female,42,2,74483.97,2,0,1,44273.91,1
611,France,Female,53,7,0.0,2,0,1,156495.39,1
559,Spain,Male,34,0,0.0,1,1,0,182988.94,1
481,France,Male,37,8,152303.66,2,1,1,175082.2,1
753,Germany,Male,32,5,159904.79,1,1,0,148811.14,0
675,France,Male,32,1,0.0,3,1,0,85901.09,1
748,Germany,Female,31,1,99557.94,1,1,0,199255.32,0
610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0
580,Spain,Male,32,9,142188.2,2,0,1,128028.6,1
624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0
709,France,Female,36,8,0.0,2,1,1,69676.55,1
605,France,Female,34,2,0.0,1,0,0,35982.42,0
706,Spain,Male,53,7,0.0,2,0,1,117939.17,0
567,Spain,Male,40,8,28649.64,1,1,1,95140.62,1
747,France,Female,21,4,81025.6,2,1,0,167682.57,0
664,France,Male,57,1,0.0,2,1,1,56562.57,0
711,France,Female,39,3,152462.79,1,1,0,90305.97,0
609,France,Male,25,10,0.0,1,0,1,109895.16,1
632,Spain,Male,28,7,155519.59,1,1,0,1843.24,0
725,France,Female,36,1,118851.05,1,1,1,102747.02,0
850,France,Female,34,9,92899.27,2,1,0,97465.89,0
682,France,Male,40,4,0.0,1,0,1,105352.55,1
797,France,Male,37,4,75263.7,1,1,0,85801.77,0
668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0
783,Germany,Female,41,5,106640.5,1,1,0,176945.96,1
766,Germany,Female,28,4,90696.78,1,0,1,21597.2,1
704,Spain,Female,36,2,175509.8,2,1,0,152039.67,0
722,France,Male,40,6,0.0,2,1,1,111893.09,0
692,France,Female,34,7,0.0,2,1,0,195074.62,0
584,France,Female,35,2,114321.28,2,0,0,15959.01,1
644,Germany,Female,51,4,95560.04,1,0,0,72628.84,1
598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1
733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0
615,Germany,Male,58,3,72309.3,1,1,1,85687.09,1
850,France,Female,39,2,0.0,2,1,0,179451.42,0
521,France,Male,43,8,0.0,1,1,1,93180.09,0
675,France,Male,69,1,0.0,2,1,0,157097.09,0
746,France,Male,58,3,0.0,3,1,1,80344.96,1
770,France,Female,33,4,0.0,1,1,0,26080.54,1
618,France,Male,30,3,133844.22,1,1,1,31406.93,1
556,France,Male,36,7,154872.08,2,1,1,32044.64,0
749,France,Female,27,9,0.0,2,1,0,132734.87,0
702,Spain,Male,43,6,116121.67,1,1,0,61602.42,1
555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1
587,France,Male,47,6,71026.77,1,1,0,57962.41,1
639,France,Male,38,3,0.0,1,1,0,42862.82,0
643,France,Male,33,4,0.0,2,1,1,152992.04,1
600,France,Female,41,1,0.0,2,1,1,91193.65,0
651,France,Male,53,7,0.0,2,1,1,130132.41,0
666,France,Female,27,4,0.0,2,0,0,88751.45,0
520,France,Female,39,6,145644.05,1,0,0,104118.93,1
650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0
564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0
586,France,Male,64,1,0.0,2,1,1,53710.23,1
617,France,Female,35,5,0.0,2,0,1,13066.3,0
712,Spain,Female,30,6,0.0,2,1,0,152417.97,1
654,France,Male,55,3,87485.67,1,1,1,3299.01,1
605,France,Male,27,9,0.0,2,1,0,198091.81,0
491,France,Female,36,0,53369.13,1,1,1,103934.12,0
707,France,Female,35,9,0.0,2,1,1,70403.65,0
638,Spain,Male,34,5,146679.77,1,1,0,102179.86,1
683,France,Male,43,2,112499.42,2,1,0,30375.18,1
815,Spain,Female,38,2,48387.0,1,1,0,184796.84,1
645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0
645,Germany,Male,49,4,160133.88,1,0,1,88391.97,0
683,France,Male,30,4,66190.33,1,1,1,115186.97,0
705,France,Female,37,10,0.0,2,1,1,13935.53,1
647,France,Male,35,4,123761.68,1,1,0,83910.4,0
786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1
534,France,Male,41,9,0.0,2,1,0,13871.34,0
602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0
695,France,Female,42,0,0.0,2,0,1,140724.64,0
553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
516,Spain,Female,31,3,0.0,2,1,0,124202.26,1
655,France,Female,34,3,0.0,2,1,0,159638.77,0
849,Germany,Female,49,9,132934.89,1,1,0,171056.65,1
520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1
568,Spain,Female,46,3,0.0,2,1,1,29372.62,0
695,Spain,Male,32,9,0.0,3,0,1,38533.79,0
807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1
642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1
703,Germany,Male,39,1,141559.5,1,1,1,31257.1,1
556,France,Male,38,2,114756.14,1,1,0,193214.05,0
585,France,Female,30,6,0.0,2,1,1,137757.69,0
587,Germany,Female,49,7,155393.98,2,1,0,13308.2,1
524,Spain,Female,32,6,0.0,1,1,1,132861.9,1
556,Germany,Female,31,1,128663.81,2,1,0,125083.29,1
504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
731,Spain,Female,26,3,0.0,2,1,0,37697.29,0
651,France,Male,34,3,0.0,2,1,1,105599.65,0
675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1
657,Spain,Female,22,6,0.0,3,0,1,168412.07,1
686,Germany,Male,33,9,141918.09,2,0,1,184036.47,0
690,France,Female,35,9,107944.33,2,0,0,48478.47,1
567,France,Male,36,7,0.0,2,0,1,3896.08,0
557,Germany,Male,57,1,120043.13,1,1,0,132370.75,1
446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
850,France,Male,31,1,96399.31,2,1,0,106534.15,0
637,France,Male,41,2,0.0,2,0,1,102515.42,0
499,France,Male,60,7,76961.6,2,1,1,83643.87,1
622,Germany,Female,34,7,98675.74,1,1,0,138906.85,1
684,Germany,Male,37,1,126817.13,2,1,1,29995.83,1
612,France,Male,32,3,121394.42,1,1,0,164081.42,1
813,Germany,Female,29,5,106059.4,1,0,0,187976.88,1
850,Germany,Male,44,2,112755.34,2,0,0,158171.36,1
795,Spain,Male,29,4,0.0,2,0,0,155711.64,0
628,Spain,Female,55,7,0.0,3,1,0,85890.75,1
565,Germany,Female,38,7,145400.69,2,1,1,83844.79,1
601,France,Male,39,3,72647.64,1,1,0,41777.9,1
802,Spain,Male,40,4,0.0,2,1,1,81908.09,0
614,Germany,Female,37,6,96340.81,2,1,1,139377.24,1
434,Spain,Male,55,6,0.0,1,0,1,73562.05,1
522,Germany,Male,32,8,124450.36,2,1,1,165786.1,1
550,Germany,Male,36,2,113877.23,2,1,0,174921.91,0
599,Spain,Male,25,3,0.0,2,1,1,120790.02,0
493,France,Female,36,5,148667.81,2,1,0,56092.51,1
755,France,Male,34,3,0.0,2,1,1,158816.03,1
605,France,Female,62,4,111065.93,2,0,1,125660.99,0
708,France,Male,41,0,0.0,1,1,0,128400.62,1
699,France,Male,44,8,158697.61,1,1,0,107181.22,0
763,France,Female,53,4,0.0,1,1,0,77203.72,1
743,Spain,Male,25,6,0.0,2,1,0,129740.11,0
660,France,Female,48,0,90044.32,2,0,1,187604.97,1
619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
739,Germany,Male,32,3,102128.27,1,1,0,63981.37,1
769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1
692,France,Male,69,10,154953.94,1,1,1,70849.47,1
560,France,Female,30,0,108883.29,1,1,0,27914.95,0
607,France,Female,48,4,112070.86,3,1,0,173568.3,1
630,Germany,Male,29,6,131354.39,1,0,1,9324.31,1
767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1
543,France,Female,34,8,0.0,2,0,1,145601.8,0
776,France,Male,39,8,125211.55,2,1,0,144496.07,1
535,Spain,Male,58,1,0.0,2,1,1,11779.98,1
549,Germany,Male,36,6,139422.37,1,0,0,83983.39,1
844,France,Female,28,4,0.0,2,0,1,123318.37,0
586,Germany,Female,47,5,157099.47,2,1,1,65481.86,1
583,France,Male,40,3,0.0,2,1,0,47728.0,0
701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0
726,France,Male,28,2,0.0,1,0,0,98060.51,1
829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0
749,Spain,Male,38,9,129378.32,1,1,1,13549.34,0
743,France,Female,46,9,0.0,1,1,0,113436.08,0
619,Spain,Female,56,7,0.0,2,1,1,42442.21,0
699,France,Male,22,9,99339.0,1,1,0,68297.61,1
749,Spain,Male,36,7,0.0,2,0,0,80134.65,1
600,Germany,Female,29,6,74430.1,2,1,1,96051.1,0
760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0
528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0
630,France,Female,26,5,0.0,2,1,0,182612.38,1
683,Germany,Female,39,2,100062.16,2,1,0,109201.43,0
677,Germany,Female,26,6,98723.67,1,0,1,151146.67,0
669,Spain,Male,29,9,0.0,1,1,1,93901.61,1
693,France,Male,43,6,128760.32,1,1,0,36342.79,0
612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1
719,Spain,Male,44,4,0.0,1,0,0,84972.9,1
702,France,Male,26,2,71281.29,1,1,1,108747.12,1
755,France,Male,29,9,117035.89,1,1,1,21862.19,1
514,France,Male,26,1,0.0,2,0,0,121551.93,1
753,France,Female,40,0,3768.69,2,1,0,177065.24,1
548,Germany,Female,36,2,108913.84,2,1,1,140460.01,0
850,Germany,Male,28,2,101100.22,2,1,1,35337.31,1
612,France,Female,38,7,110615.47,1,1,1,193502.93,0
628,Germany,Male,33,8,152143.89,1,1,1,32174.03,1
479,France,Male,47,6,121797.09,1,0,1,5811.9,1
724,France,Female,41,5,109798.25,1,0,1,149593.61,1
512,Germany,Male,41,7,122403.24,1,0,1,37439.9,1
638,France,Female,43,3,145860.98,1,1,1,142763.51,1
834,Spain,Male,40,7,0.0,2,0,0,45038.74,1
781,France,Male,29,9,0.0,2,0,0,172097.4,1
707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1
670,France,Male,22,2,114991.45,1,1,1,37392.56,0
663,Spain,Female,33,8,96769.04,1,1,1,36864.05,1
624,France,Female,23,5,0.0,2,0,0,132418.59,0
598,France,Female,34,4,0.0,2,0,0,60894.26,1
619,Germany,Male,23,5,132725.1,1,1,1,143913.33,0
792,France,Female,70,3,0.0,2,1,1,172240.27,1
683,France,Female,26,7,0.0,2,1,0,86619.77,0
691,France,Female,33,6,0.0,2,1,0,164074.89,1
765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0
508,France,Male,49,1,93817.41,2,1,1,132468.76,1
637,France,Female,33,9,113913.53,1,0,1,65316.5,1
667,Germany,Female,44,5,140406.68,2,0,1,57164.19,0
575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0
744,Spain,Female,46,1,0.0,3,1,1,177431.59,1
567,France,Female,41,9,137891.35,1,1,0,142009.46,1
502,France,Female,35,6,0.0,2,1,1,80618.47,0
609,France,Female,53,6,0.0,2,1,1,124218.27,0
715,France,Male,37,9,165252.52,1,1,0,85286.3,1
541,France,Male,32,8,0.0,2,0,0,40889.14,1
850,France,Female,71,4,0.0,2,1,1,107236.87,0
595,Spain,Male,23,7,0.0,2,1,1,168085.97,0
650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1
625,France,Female,44,7,0.0,1,1,0,4791.8,1
817,France,Male,59,1,118962.58,1,1,1,120819.58,1
526,Spain,Male,49,2,0.0,1,1,0,114539.67,1
850,France,Female,34,4,71379.53,2,1,1,154000.99,1
598,France,Female,40,2,171178.25,1,1,0,137980.58,1
613,France,Male,36,9,131307.11,1,0,0,83343.73,0
709,Spain,Male,62,3,0.0,2,1,1,82195.15,0
