credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
736,France,Male,54,7,111729.47,2,0,1,84920.49
768,France,Female,36,5,180169.44,2,1,0,17348.56
427,Spain,Male,40,8,0.0,2,1,1,82870.75
686,Spain,Female,47,6,0.0,1,1,0,32080.69
690,France,Female,42,5,0.0,2,0,1,120512.08
647,Spain,Female,29,2,0.0,2,1,0,179032.68
714,France,Male,35,3,0.0,2,1,1,95623.28
736,Germany,Female,36,8,103914.17,1,1,1,110035.88
608,France,Female,34,4,88772.87,1,1,1,168822.01
809,France,Female,39,5,0.0,1,1,0,77705.75
745,France,Female,40,6,131184.67,1,1,1,49815.62
781,France,Male,38,2,117810.79,1,0,1,65632.33
527,France,Male,31,4,0.0,1,1,0,169361.89
595,Germany,Female,32,0,92466.21,1,1,0,4721.3
850,Germany,Female,38,2,102741.15,2,0,1,23974.85
569,France,Male,37,9,178755.84,1,1,0,199929.17
728,France,Male,43,7,0.0,2,1,0,40023.7
473,Germany,Female,32,5,146602.25,2,1,1,72946.95
738,France,Male,29,2,0.0,2,1,1,170421.13
659,France,Male,35,6,0.0,2,1,1,58879.11
597,Spain,Male,38,6,115702.67,2,1,1,25059.05
445,Germany,Female,61,2,137655.31,1,0,1,29909.84
671,France,Female,29,3,0.0,2,1,0,158043.11
656,Spain,Female,34,6,59877.33,1,1,0,14032.62
658,France,Male,31,5,100082.14,1,0,1,49809.88
698,Germany,Male,52,10,107304.39,3,1,0,28806.32
655,Spain,Male,38,9,0.0,1,0,1,90490.33
772,Spain,Male,41,10,96032.22,1,1,1,75825.57
681,Spain,Male,33,10,0.0,1,0,0,158336.36
688,Germany,Male,29,9,144553.5,2,1,0,143454.95
633,Germany,Male,40,5,86172.81,2,1,1,117279.49
735,France,Male,73,9,0.0,1,1,1,114283.33
521,Germany,Female,29,2,87212.8,1,1,1,994.86
541,France,Male,36,5,0.0,2,1,0,124795.84
612,Germany,Female,36,2,130700.92,2,0,0,77592.8
562,France,Male,62,3,0.0,2,1,0,105986.01
703,France,Female,32,6,0.0,2,0,0,33606.52
710,Spain,Male,23,6,0.0,2,1,1,134188.11
731,Spain,Female,40,5,171325.98,1,1,1,159718.27
703,Spain,Male,58,4,92930.92,1,0,1,85148.78
618,France,Female,40,0,0.0,1,1,0,119059.13
689,France,Female,29,1,77556.79,2,1,1,122998.26
718,France,Male,33,7,102874.28,1,0,0,117841.06
608,France,Male,37,5,146093.39,2,0,0,160593.41
749,Spain,Male,34,2,0.0,1,0,0,174189.04
753,Spain,Male,51,4,79811.72,2,0,1,68260.27
630,Spain,Male,39,10,105473.74,1,0,0,58854.88
693,Germany,Female,43,1,121927.92,1,1,0,87994.95
838,Spain,Female,40,6,61671.19,1,0,1,150659.35
756,Germany,Female,39,5,149363.12,2,1,1,109098.39
775,France,Female,27,4,152309.37,1,1,0,104112.0
635,France,Female,33,5,0.0,2,1,0,122949.71
705,Spain,Male,36,1,111629.29,1,1,1,21807.16
481,France,Male,40,3,0.0,1,1,1,32319.93
727,Spain,Female,49,7,96296.78,1,1,0,190457.87
595,France,Male,20,4,95830.43,1,1,0,177738.98
535,France,Female,38,0,135919.33,1,1,0,80425.65
578,France,Male,59,10,185966.64,1,0,0,9445.42
597,France,Female,29,5,0.0,2,1,1,174825.57
449,France,Female,21,7,0.0,2,0,0,175743.92
850,Germany,Female,43,8,92244.83,2,1,0,54949.73
494,France,Female,35,9,112727.06,2,1,0,183752.91
676,France,Female,34,8,100359.54,1,0,0,46038.28
818,Germany,Male,43,10,105301.5,1,1,1,78941.59
712,Spain,Male,45,6,112994.65,1,0,0,198398.68
672,Germany,Male,40,4,89025.88,2,1,0,188892.19
636,France,Male,35,9,95478.17,1,0,0,169286.74
698,France,Male,37,8,0.0,2,0,0,145004.39
597,Germany,Female,43,7,119127.46,2,1,0,55809.92
717,France,Male,28,4,128206.79,1,1,1,54272.12
614,France,Male,49,1,0.0,2,1,0,192440.54
708,Germany,Female,23,4,71433.08,1,1,0,103697.57
507,Germany,Male,36,9,118214.32,3,1,0,119110.03
581,France,Female,27,5,102258.11,2,1,0,194681.6
579,Spain,Female,39,2,151963.26,2,1,0,158948.63
504,Spain,Female,46,2,163764.84,1,1,1,165122.55
737,France,Female,32,7,128551.36,2,0,1,189402.71
540,Spain,Female,31,10,118158.74,1,1,1,158027.57
609,France,Male,32,7,118520.41,1,0,0,3815.48
778,France,Male,24,4,0.0,2,1,1,162809.2
621,France,Male,40,10,163823.37,1,0,0,89519.47
665,Germany,Male,63,7,104469.58,1,1,1,25165.36
608,France,Female,47,6,0.0,1,1,1,126012.57
680,Spain,Male,36,7,0.0,2,1,0,20109.21
663,Germany,Female,46,2,141726.88,1,1,1,58257.23
627,Germany,Female,35,2,137852.96,1,1,1,172269.21
607,France,Male,26,1,0.0,1,1,0,29818.2
681,France,Female,43,8,154100.3,1,0,0,114659.81
766,France,Female,45,6,0.0,2,0,0,147184.74
694,France,Male,30,2,0.0,3,0,1,15039.41
411,France,Female,54,9,0.0,1,0,1,76621.49
742,France,Male,39,8,140004.96,1,1,1,92985.78
673,Spain,Male,43,8,127132.96,1,0,1,6009.27
529,France,Male,61,1,0.0,2,1,1,191370.97
519,France,Female,38,7,125328.56,1,1,0,188225.67
573,France,Male,35,9,0.0,2,1,0,11743.89
453,Germany,Female,28,3,139986.65,1,1,0,136846.75
798,Germany,Female,39,6,119787.76,1,1,1,164248.33
693,Spain,Female,34,10,107556.06,2,0,0,154631.35
637,France,Female,44,2,0.0,2,1,0,149665.65
672,France,Male,47,1,0.0,1,0,0,91574.92
597,France,Female,28,0,142705.95,1,1,0,127233.39
543,France,Male,42,7,0.0,1,1,1,56650.47
695,Spain,Female,56,4,0.0,2,1,0,84644.76
584,France,Male,35,6,161613.94,2,1,1,148238.16
652,Germany,Female,58,3,116353.2,2,0,1,193502.9
601,France,Male,38,4,60013.81,1,1,1,38020.05
628,Spain,Male,28,4,0.0,2,1,1,176750.81
607,Germany,Male,32,9,144272.07,2,1,0,176580.63
646,France,Female,46,8,0.0,2,1,0,133059.15
572,France,Male,30,6,117696.67,1,1,0,100843.82
801,Spain,Male,58,1,79954.61,2,1,1,30484.19
597,France,Female,26,8,149989.39,1,1,0,42330.58
613,France,Male,40,7,124339.9,1,0,0,193309.58
529,Germany,Male,29,4,135759.4,1,0,0,112813.79
794,Spain,Female,37,9,0.0,2,1,0,68008.85
557,France,Male,34,3,83074.0,1,1,0,132673.22
499,France,Female,28,4,141792.61,1,1,1,22001.91
544,France,Female,26,6,0.0,1,1,0,100200.4
739,France,Female,30,6,0.0,1,0,0,122604.44
458,Germany,Female,43,1,106870.12,2,1,0,100564.37
528,France,Male,31,9,120962.59,1,1,0,5419.31
773,Spain,Male,51,4,0.0,2,0,0,123587.83
646,France,Female,30,5,0.0,2,1,0,13935.32
564,France,Male,31,0,110527.17,1,1,1,87060.77
624,Germany,Female,52,0,133723.43,1,0,0,4859.59
682,France,Female,52,5,112670.48,1,1,0,21085.17
726,France,Female,44,2,0.0,2,1,1,26733.86
560,France,Male,24,1,116084.32,1,1,0,89734.7
382,Spain,Male,36,0,0.0,1,1,1,179540.73
457,Spain,Female,38,6,0.0,2,1,0,173219.09
673,France,Female,37,10,0.0,2,1,1,37411.35
584,France,Female,40,4,82441.75,1,0,0,80852.11
629,France,Female,39,10,0.0,2,1,1,43174.49
584,Germany,Female,37,10,134171.8,4,1,1,70927.11
724,France,Male,30,10,0.0,2,1,1,54265.55
644,France,Male,31,5,0.0,2,1,1,41872.17
676,Germany,Female,48,2,124442.38,1,1,0,15068.53
499,France,Male,31,4,0.0,1,1,0,25950.49
598,France,Male,60,4,0.0,1,1,0,197727.14
655,Germany,Female,37,4,108862.76,1,1,0,79555.08
559,France,Male,28,3,141099.43,1,1,1,15607.27
543,France,Female,67,0,128843.67,1,1,1,134612.48
679,France,Male,39,0,86843.61,1,0,1,159830.58
594,Germany,Female,32,4,120074.97,2,1,1,162961.79
586,France,Male,27,5,130231.8,2,1,1,192427.16
776,France,Female,31,5,0.0,2,1,0,92647.94
699,France,Male,39,2,109724.38,1,1,1,180022.39
847,Germany,Female,35,5,111743.43,1,1,1,183584.14
582,Germany,Male,35,8,121309.17,2,1,1,28750.67
648,France,Male,38,10,82697.28,1,1,0,74846.67
618,France,Female,49,9,44301.43,3,1,1,89729.3
543,France,Female,31,4,138317.94,1,0,0,61843.73
642,Germany,Male,49,4,120688.61,1,1,0,24770.22
462,France,Male,27,4,176913.52,1,1,0,80587.27
640,Spain,Male,47,6,89047.14,1,1,0,116286.25
740,Germany,Male,40,4,114318.78,2,1,0,129333.69
773,France,Female,50,4,0.0,2,1,0,129372.94
583,Germany,Female,32,7,94753.55,2,1,1,18149.03
589,Spain,Female,46,10,0.0,2,0,1,168369.37
509,France,Male,35,8,0.0,2,0,1,67431.28
612,Germany,Male,32,9,106520.73,2,1,0,177092.16
505,Spain,Male,37,0,134006.39,1,1,1,93736.69
546,Germany,Female,25,3,132837.7,1,1,0,131647.31
681,France,Female,41,0,120549.29,2,1,0,175722.31
762,France,Male,20,1,139432.55,1,1,1,85606.83
786,Spain,Male,29,7,80895.44,2,1,0,64945.57
629,Spain,Male,34,6,0.0,2,1,0,190347.72
787,Spain,Female,39,7,171646.76,1,0,1,100791.36
713,Spain,Male,42,0,109121.71,1,0,1,167873.49
541,France,Female,39,6,109844.81,1,1,0,25289.23
451,France,Female,31,7,140931.82,1,0,1,20388.77
644,Spain,Male,49,10,0.0,2,1,1,145089.64
686,France,Male,32,6,0.0,2,1,1,179093.26
847,Germany,Female,41,3,101543.51,4,1,0,16025.17
765,Germany,Male,37,7,102708.77,1,1,0,9087.81
678,Germany,Female,37,8,149000.91,2,1,1,21472.42
539,France,Male,20,0,83459.86,1,1,1,146752.67
800,France,Female,40,3,75893.11,2,1,0,132562.23
799,Germany,Female,39,7,167395.6,2,0,1,139537.43
629,France,Female,61,6,0.0,2,1,1,133672.61
734,Germany,Female,52,6,71283.09,2,0,1,38984.37
542,France,Female,31,3,0.0,2,1,1,115217.59
414,Spain,Male,60,3,0.0,2,1,1,93844.82
675,France,Female,38,1,104016.88,1,0,0,22068.83
683,France,Female,38,5,127616.56,1,1,0,123846.07
748,France,Male,32,5,154737.88,2,1,1,172638.13
596,Spain,Male,29,2,0.0,2,1,1,1591.19
642,France,Male,35,4,125476.31,1,1,1,91775.51
499,France,Female,21,3,176511.08,1,1,1,153920.22
649,Spain,Female,47,8,110783.28,1,1,1,71420.16
739,France,Male,42,2,141642.92,2,1,0,172149.76
616,France,Male,31,1,0.0,2,1,1,54706.75
560,Spain,Female,33,9,0.0,1,0,1,183358.21
427,Germany,Male,42,1,75681.52,1,1,1,57098.0
435,France,Male,54,3,0.0,1,1,0,156910.46
633,France,Male,29,7,0.0,1,1,1,130224.73
443,France,Male,35,6,161111.45,1,0,0,13946.66
727,France,Male,62,5,0.0,2,0,1,38652.96
674,France,Female,45,6,72494.69,1,0,1,140041.78
661,France,Female,31,3,133964.3,1,1,1,166187.1
619,Spain,Male,34,1,0.0,1,1,0,139919.38
562,France,Female,27,3,0.0,2,1,0,28137.03
633,France,Male,61,3,157201.48,1,0,1,50368.63
551,Spain,Female,48,5,95679.29,1,0,0,94978.1
720,Germany,Female,29,7,106230.92,1,1,1,69903.93
688,France,Female,32,5,0.0,2,0,1,177607.77
635,Germany,Female,36,9,81231.85,2,1,0,196731.08
561,France,Female,31,1,81480.27,2,1,1,65234.6
850,France,Male,33,8,73059.38,1,1,1,186281.0
636,France,Male,36,5,117559.05,2,1,1,111573.3
461,Germany,Female,74,1,186445.31,2,1,1,196767.83
771,Germany,Female,38,5,137657.71,2,1,0,72985.61
713,France,Male,36,8,133889.35,1,1,1,143265.65
658,Germany,Female,45,9,134562.8,1,1,1,159268.67
586,Germany,Female,56,9,100781.75,2,1,1,54448.41
737,France,Male,30,8,174356.13,1,0,0,31928.5
742,Germany,Male,27,5,190125.43,2,0,0,21793.59
824,France,Male,26,7,146266.0,1,1,0,21903.62
701,Germany,Male,41,9,164046.1,1,1,0,49405.93
623,Spain,Female,43,4,123536.52,2,0,0,154908.52
744,France,Male,36,10,0.0,2,1,1,182867.84
698,Spain,Female,38,1,171848.38,1,0,0,16957.45
616,France,Male,40,9,0.0,2,0,0,93717.55
662,France,Female,39,5,139562.05,2,1,0,61636.22
594,France,Male,37,2,0.0,2,0,1,95864.5
685,France,Male,40,2,168001.34,2,1,1,167400.29
742,France,Male,27,0,0.0,2,0,1,131534.96
678,Germany,Male,83,6,123356.63,1,0,1,92934.41
651,Spain,Male,47,2,0.0,2,1,1,119808.64
585,Germany,Male,50,2,125845.66,1,1,0,9439.31
579,Germany,Male,40,10,45408.85,2,1,0,18732.91
722,Germany,Female,37,0,125977.81,1,0,0,160162.42
613,Germany,Female,51,7,147262.11,1,1,1,53630.9
694,France,Male,42,8,133767.19,1,1,0,36405.21
550,Germany,Male,49,0,108806.96,3,1,0,61446.92
741,France,Male,42,6,106036.52,1,1,0,194686.78
668,Spain,Female,69,9,0.0,1,0,1,134483.07
529,France,Female,27,1,0.0,2,1,1,37769.98
636,France,Male,31,6,0.0,2,1,1,2382.61
563,Spain,Male,61,1,82182.1,1,1,0,106826.92
767,France,Female,35,9,0.0,2,1,0,39511.61
644,France,Male,50,9,76817.0,4,1,0,196371.13
780,Germany,Male,71,9,142550.25,2,1,1,122506.78
635,Spain,Female,41,10,0.0,2,1,1,61994.2
641,Germany,Male,35,2,103711.56,1,0,1,192464.21
593,Spain,Female,40,2,0.0,1,1,1,5194.95
540,Germany,Female,35,7,128369.75,2,1,0,198256.15
663,Spain,Male,35,5,0.0,2,1,1,62634.94
630,France,Male,34,9,0.0,2,1,1,114006.35
605,Germany,Male,19,8,166133.28,1,1,1,107994.99
710,Germany,Female,62,9,148214.36,1,1,0,48571.14
755,France,Female,78,5,121206.96,1,1,1,76016.49
641,Spain,Male,25,10,0.0,2,1,1,180808.39
737,Germany,Male,50,4,127552.85,2,1,0,4225.11
695,France,Male,49,9,159458.53,1,1,0,135841.35
466,Germany,Female,47,5,102085.72,1,1,1,183536.24
558,Germany,Male,58,2,142537.18,1,1,1,88791.83
665,Spain,Male,29,1,182781.74,2,1,1,63732.9
737,France,Male,45,10,0.0,2,1,0,1364.54
654,France,Male,29,7,0.0,2,1,1,149184.15
619,France,Female,28,3,0.0,2,1,0,53394.12
845,Germany,Female,43,3,152063.59,2,1,0,97910.06
727,France,Female,28,2,110997.76,1,1,0,101433.76
582,France,Male,50,2,148942.0,1,1,1,116944.3
716,France,Male,41,9,0.0,1,1,1,113267.48
660,Spain,Female,36,0,84438.57,1,1,1,181449.51
664,France,Female,34,7,93920.47,1,0,0,179913.98
801,France,Male,43,4,158713.08,2,0,0,98586.14
615,Spain,Male,42,4,0.0,3,0,1,120321.09
718,Germany,Male,63,7,123204.88,1,1,1,100538.8
667,France,Male,40,8,72945.29,2,1,0,98931.5
670,Spain,Male,37,0,178742.71,1,1,1,194493.57
590,France,Male,43,8,0.0,2,1,1,143628.31
739,Spain,Female,40,8,0.0,1,1,0,167030.51
373,France,Male,42,7,0.0,1,1,0,77786.37
418,France,Female,46,9,0.0,1,1,1,81014.5
837,France,Female,29,9,0.0,2,1,1,41866.26
645,Germany,Male,43,9,140121.17,1,1,0,11302.7
552,Germany,Male,39,2,132906.88,1,0,1,149384.43
580,Germany,Male,45,2,179334.83,2,1,1,169303.65
684,France,Male,35,3,137179.39,1,1,1,37264.11
634,Spain,Male,35,3,0.0,2,1,1,19515.48
607,France,Female,49,9,119960.29,2,1,0,103068.22
802,France,Male,29,9,127414.55,1,1,1,134459.12
736,France,Female,36,6,0.0,1,1,0,70496.66
629,France,Female,40,9,137409.19,1,1,0,175877.7
737,France,Male,28,8,0.0,2,1,0,106390.01
718,Spain,Female,39,2,0.0,1,1,1,52138.49
561,France,Male,43,4,0.0,4,0,0,18522.91
641,France,Male,31,9,112494.99,1,1,1,32231.6
677,France,Male,30,1,78133.15,1,0,1,174225.88
641,Spain,Female,36,1,0.0,2,1,0,102021.39
658,Spain,Female,32,5,145553.07,1,1,1,31484.76
659,Germany,Male,48,4,123593.22,2,1,0,82469.06
567,France,Female,47,2,0.0,1,0,0,110900.43
584,France,Female,26,0,146286.22,1,1,0,105105.35
709,Spain,Female,35,1,111827.27,2,1,0,12674.68
690,Spain,Female,26,2,0.0,2,1,1,93255.85
627,France,Male,70,1,94416.78,1,0,1,145299.5
765,Spain,Male,45,2,91549.78,1,1,1,47139.44
645,France,Female,38,7,59568.57,1,1,1,167723.25
716,France,Female,23,2,94464.81,2,0,1,185900.88
771,France,Female,57,4,0.0,1,0,0,85876.67
687,Germany,Male,44,8,95368.14,2,1,1,1787.85
717,Germany,Female,33,10,102185.42,2,1,0,23231.93
524,France,Male,32,1,144875.71,1,0,0,187740.04
679,Spain,Male,39,5,0.0,2,1,1,100060.54
538,France,Female,32,2,0.0,1,1,1,80130.54
752,Germany,Female,37,5,113291.05,2,1,1,132467.54
846,Spain,Male,61,0,0.0,2,1,1,96202.44
532,Spain,Female,39,0,0.0,2,1,0,94977.3
670,Germany,Male,43,9,111677.88,1,1,0,178827.3
597,Germany,Female,35,8,131101.04,1,1,1,192852.67
627,Germany,Male,52,1,76101.81,2,0,1,177238.35
700,Spain,Female,40,2,0.0,2,1,0,199753.97
766,France,Female,52,7,92510.9,2,0,1,66193.61
488,France,Female,34,2,0.0,2,1,1,181270.84
694,France,Male,39,5,77652.4,1,1,1,25407.59
639,France,Female,31,3,98360.03,1,0,0,20973.8
705,Germany,Female,46,4,115518.07,1,0,0,76544.9
810,Germany,Male,69,3,27288.43,1,1,1,110509.9
638,France,Female,36,6,0.0,1,1,0,164247.51
595,Spain,Female,43,5,0.0,2,0,0,105149.8
575,France,Male,36,7,0.0,1,1,1,55868.97
850,France,Male,31,6,131996.66,2,1,1,178747.43
419,Spain,Female,27,2,121580.42,1,0,1,134720.51
640,France,Male,55,10,132436.34,1,1,0,978.66
570,Spain,Male,34,10,0.0,2,0,1,183387.12
640,Germany,Female,46,5,107978.4,2,1,0,155876.06
689,Germany,Female,40,4,78119.59,4,1,0,119259.34
725,France,Male,26,6,98684.15,1,0,0,133720.57
751,France,Female,44,10,0.0,2,1,0,170634.49
544,Spain,Female,53,9,0.0,1,1,0,125692.07
768,Germany,Female,43,2,129264.05,2,0,0,19150.14
648,Germany,Male,37,6,131753.41,1,1,0,86894.67
577,Spain,Female,33,6,0.0,2,1,0,57975.8
639,Spain,Female,27,2,0.0,1,1,1,82938.99
686,Germany,Male,26,1,57422.62,1,1,1,79189.4
657,France,Female,28,7,0.0,2,0,1,5177.62
613,France,Male,34,5,144094.2,1,1,0,44510.26
701,France,Male,33,9,147510.34,1,1,0,190611.92
578,Spain,Female,28,8,161592.76,1,1,0,177834.79
689,France,Female,40,1,0.0,2,1,1,119446.64
687,Spain,Female,72,4,0.0,2,1,1,50267.69
499,Spain,Female,53,1,75225.53,2,0,0,144849.1
693,Spain,Female,39,0,0.0,2,0,0,81901.6
737,France,Female,70,9,87542.89,2,1,1,42576.86
651,France,Female,32,8,144581.96,1,1,1,87609.5
753,France,Male,33,5,122568.05,2,1,1,82820.85
523,Spain,Female,24,5,172231.93,1,0,1,155144.12
458,Germany,Female,28,2,171932.26,2,1,1,9578.24
643,France,Male,39,7,0.0,2,1,1,170392.59
638,Spain,Female,34,7,0.0,2,0,0,3946.29
685,Germany,Male,38,4,111798.06,2,1,1,102184.66
684,France,Male,38,4,0.0,3,1,0,75609.84
670,France,Female,27,5,79336.61,1,1,1,26170.08
701,Germany,Male,63,3,120916.52,3,0,0,144727.45
705,France,Female,31,3,142905.51,1,1,1,58134.97
593,Spain,Male,27,10,0.0,3,0,0,94620.0
651,France,Female,33,1,96834.78,1,1,0,108764.69
741,France,Male,37,9,105261.76,2,1,1,149503.54
596,Germany,Male,54,1,123544.0,1,1,1,120314.75
581,Germany,Male,41,2,127913.71,2,1,1,44205.95
689,Spain,Female,28,5,95328.6,1,1,0,6129.61
544,France,Male,30,4,73218.89,1,0,1,126796.69
718,France,Female,41,1,0.0,2,0,1,27509.52
583,Germany,Male,35,8,149995.72,2,1,0,42143.55
663,Germany,Male,28,8,123674.28,2,1,1,87985.2
666,Germany,Male,33,2,124125.26,1,1,0,81884.8
524,Spain,Male,29,3,159035.45,1,1,0,2705.31
599,France,Male,27,5,0.0,2,1,0,30546.4
667,France,Male,27,7,156811.74,1,1,1,149402.59
727,France,Male,52,4,0.0,2,1,1,118429.02
689,Spain,Female,55,4,0.0,2,1,1,58442.25
639,France,Male,39,6,150555.83,1,1,0,30414.17
678,France,Male,28,2,109137.12,1,1,1,58814.41
523,France,Male,36,8,158351.02,2,1,0,155304.53
650,France,Female,47,9,0.0,1,1,0,187943.6
744,Spain,Male,35,7,0.0,2,1,1,43036.6
697,France,Male,40,4,0.0,2,0,1,26543.28
800,Spain,Female,46,6,0.0,2,1,0,171928.04
664,France,Male,24,7,0.0,1,0,1,35611.35
740,France,Male,39,9,0.0,2,1,0,19047.23
835,France,Female,56,2,0.0,2,1,1,39820.13
559,France,Male,52,2,0.0,1,1,0,129013.59
676,Spain,Male,36,1,82729.49,1,1,0,113810.12
613,Germany,Female,45,9,142765.24,2,1,0,34749.65
713,France,Female,25,4,121172.97,1,1,1,56268.98
751,Germany,Female,28,10,132932.14,2,1,1,46630.47
523,France,Male,22,8,123374.46,1,1,1,124906.59
775,Germany,Female,74,0,161371.5,1,1,1,134869.93
608,Spain,Male,45,4,0.0,2,0,0,36697.48
673,France,Male,51,8,79563.36,2,1,1,172200.91
616,France,Male,46,2,0.0,2,1,0,137136.46
650,Germany,Female,48,7,138232.24,1,1,0,57594.78
655,France,Female,41,5,0.0,1,0,0,36548.0
782,Germany,Female,53,1,81571.05,1,1,0,182960.46
781,Spain,Male,35,1,0.0,2,0,0,42117.9
593,France,Female,33,0,95927.04,1,1,0,199478.05
505,Spain,Male,35,8,116932.59,1,1,0,91092.84
707,France,Male,40,1,0.0,2,1,0,14090.4
692,France,Female,36,3,79551.12,1,0,1,178267.07
813,Germany,Male,30,1,116416.94,1,0,1,85808.22
850,Spain,Male,37,4,88141.1,1,1,0,109659.12
753,France,Male,32,6,177729.13,1,1,1,161642.08
850,Spain,Female,32,5,0.0,1,1,1,3830.59
671,Spain,Male,32,6,123912.78,2,1,1,146636.44
791,France,Female,33,3,0.0,1,1,1,144413.92
624,France,Male,80,3,0.0,1,1,1,65801.44
649,France,Female,35,4,108306.44,1,1,1,192486.24
732,Germany,Female,48,4,102962.62,1,1,0,120852.85
664,France,Female,36,0,103502.22,1,1,1,146191.82
789,Germany,Male,43,8,119654.44,2,0,1,148412.24
680,France,Male,33,10,183768.47,1,1,0,164119.35
701,France,Male,37,1,0.0,2,1,0,163457.55
684,France,Female,25,1,0.0,2,0,1,144978.47
586,France,Female,52,6,140900.97,1,1,1,67288.89
522,Germany,Female,25,5,94049.92,2,1,0,103269.0
739,Spain,Female,27,8,98926.4,1,1,1,106969.98
835,Germany,Male,18,2,142872.36,1,1,1,117632.63
790,Spain,Male,29,3,46057.96,2,1,1,189777.66
671,France,Female,48,6,119769.77,1,0,1,66032.65
